custid,gender,ct_dairy,ct_drink,ct_fastfood,ct_fruite,ct_house_prod,ct_makeup,ct_meat,ct_sauce,ct_seafood,ct_snack,ct_vegetable,coverage,g_paid,buyed_prod_num,hf_6-11,hf_12-17,hf_18-23,wdf_Sun,wdf_Mon,wdf_Tue,wdf_Wed,wdf_Thu,wdf_Fri,wdf_Sat,purchased,ct_cov,vdays,day_mean_amt,daycov,top_prod
C0170,f,0.25,0.11,0.08,0.01,0.17,0,0.05,0.05,0,0.22,0.06,0.82,227320,77,0.3,0.47,0.23,0.22,0.08,0.1,0.2,0.17,0.13,0.11,77,0.950965111,38,5982.105263,0.729393039,milk
C0172,f,0.03,0.06,0,0,0.17,0,0.71,0,0,0,0.03,0.45,33233,9,0,0.4,0.6,0,0.19,0.08,0.32,0,0.42,0,9,2.330901726,8,4154.125,0.519096303,seasonedmeat
C0173,m,1,0,0,0,0,0,0,0,0,0,0,0.09,3590,1,0,0,1,0,0,0,1,0,0,0,1,3.31662479,1,3590,0,chilleddairymilks
C0174,f,0,0.38,0,0,0,0,0,0.17,0.3,0,0.15,0.36,12890,7,0,0.3,0.7,0.1,0,0,0.9,0,0,0,7,1.529507556,4,3222.5,0.6479353,otherlivefish
C0175,f,0.06,0,0.14,0.46,0,0,0.09,0,0.08,0,0.17,0.55,64485,11,0,1,0,0.61,0,0,0.39,0,0,0,11,1.514117383,6,10747.5,0.743067485,mandarinorange/watermelonandotherfruits
C0176,m,0,0,1,0,0,0,0,0,0,0,0,0.09,2000,1,0,0,1,0,0,0,1,0,0,0,1,3.31662479,1,2000,0,otherreadymadefoods
C0177,m,0,0,0,0,1,0,0,0,0,0,0,0.09,8500,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,8500,0,sanitaryproducts
C0178,f,0.29,0,0,0,0.12,0,0.09,0,0.26,0.15,0.09,0.55,33190,8,0.61,0.39,0,0,0.33,0,0,0,0.28,0.39,8,1.176999862,3,11063.33333,0.158925631,fermentedmilk
C0179,f,0,0.01,0.37,0.22,0.18,0,0,0.15,0,0,0.06,0.55,33420,7,0.22,0.69,0.09,0,0,0.31,0.5,0.19,0,0,7,1.376676023,4,8355,0.695340478,apple/sweetmelon
C0181,m,0,0.16,0,0,0,0,0,0,0,0.84,0,0.18,133840,4,0.32,0.68,0,0,0,1,0,0,0,0,4,2.791727582,3,44613.33333,1.014367864,maincereals
C0183,f,0.5,0,0.4,0.1,0,0,0,0,0,0,0,0.27,9990,3,0,0.6,0.4,0.9,0,0,0,0.1,0,0,3,1.995010565,3,3330,0.623924012,eggs
C0184,f,0.07,0.04,0.05,0.13,0.13,0,0.1,0,0.04,0.27,0.17,0.82,113497,24,0,0.9,0.1,0.05,0,0.09,0.15,0.52,0,0.19,24,0.886874452,9,12610.77778,0.621681775,minorcereals
C0187,f,0.08,0,0,0.2,0,0,0.21,0,0,0.34,0.17,0.45,34290,10,0,0.56,0.44,0.07,0,0,0.31,0.08,0.53,0,10,1.321975716,6,5715,0.788848869,cooky/cakes
C0188,f,0.11,0,0,0.2,0.43,0,0,0.05,0.03,0,0.18,0.55,59993,15,0,0.39,0.61,0.21,0,0.22,0.18,0.36,0,0.03,15,1.490510892,7,8570.428571,0.898704415,rootvegetables
C0189,m,0,0.55,0,0,0.33,0,0,0,0,0.12,0,0.27,16160,3,0,1,0,0.55,0,0,0,0,0.45,0,3,2.006732244,2,8080,0.134770352,chilledagriculturalproducts
C0190,f,0.12,0.1,0.05,0.34,0.13,0,0.12,0,0.08,0.05,0,0.73,125938,23,0.01,0.54,0.45,0.1,0,0,0.15,0.47,0.09,0.19,23,1.071273729,15,8395.866667,0.620196696,apple/sweetmelon
C0191,m,0,0,0,0,1,0,0,0,0,0,0,0.09,5900,1,0,0,1,0,0,0,1,0,0,0,1,3.31662479,1,5900,0,sanitaryproducts
C0192,f,0.46,0.01,0.05,0.07,0.03,0,0.06,0,0.13,0.17,0.03,0.82,101990,21,0.08,0.92,0,0.26,0.49,0.07,0.1,0,0,0.07,21,1.467517275,12,8499.166667,0.723528512,cooky/cakes
C0194,f,0,0.29,0.17,0.08,0,0,0.38,0,0,0,0.08,0.45,59098,5,0.71,0.29,0,0,0.54,0,0.29,0.17,0,0,5,1.473933901,3,19699.33333,0.559929164,harddrinks
C0195,m,0,0,0,0.94,0,0,0,0,0,0,0.06,0.18,23280,3,0.56,0.44,0,0,0,0,0.44,0.56,0,0,3,3.119828115,2,11640,0.165234574,banana/importedfruits
C0196,m,0,0,0,0,0,0,0.59,0,0,0.41,0,0.18,8661,2,0,1,0,0,0,0,1,0,0,0,2,2.271987353,1,8661,0,bakery
C0197,f,0.28,0,0.06,0.55,0,0,0,0,0.11,0,0,0.36,17330,4,0,0.39,0.61,0.28,0.11,0,0,0,0.61,0,4,1.919071473,3,5776.666667,0.748719851,banana/importedfruits
C0198,m,1,0,0,0,0,0,0,0,0,0,0,0.09,1980,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,1980,0,fermentedmilk
C0200,f,0.22,0,0.13,0.02,0.48,0,0,0.02,0,0.05,0.06,0.73,83480,18,0.8,0.2,0,0,0.17,0.17,0,0.63,0,0.03,18,1.625194978,5,16696,1.262438816,wastepapers
C0202,m,0,0,1,0,0,0,0,0,0,0,0,0.09,2490,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,2490,0,instantfoods
C0204,m,0,0.22,0.39,0,0.4,0,0,0,0,0,0,0.27,15180,4,0,0.4,0.6,0.18,0,0.22,0,0.6,0,0,4,1.782608696,3,5060,0.691578194,ramen
C0205,m,0,0.01,0.99,0,0,0,0,0,0,0,0,0.18,60480,3,0,1,0,0.49,0,0,0.49,0.01,0,0,3,3.263894451,3,20160,0.828222708,otherreadymadefoods
C0206,f,0.03,0.01,0.13,0.28,0.2,0,0.11,0.05,0.04,0.13,0.02,0.91,207338,36,0.2,0.43,0.37,0.15,0,0.05,0.09,0.2,0.27,0.24,36,0.962665696,21,9873.238095,0.67970034,mandarinorange/watermelonandotherfruits
C0207,f,0.15,0.04,0.13,0.07,0.1,0.08,0.06,0.03,0.09,0.15,0.1,1,238169,73,0.02,0.3,0.68,0.17,0.11,0.41,0.16,0.09,0.01,0.05,73,0.475797165,34,7004.970588,1.501442916,fermentedmilk
C0208,m,0.1,0,0,0.31,0,0,0.2,0.03,0.13,0.22,0,0.55,31454,6,0,0.69,0.31,0.03,0.2,0,0,0.35,0.42,0,6,1.238781469,5,6290.8,0.679949264,banana/importedfruits
C0209,f,0.34,0.12,0,0.24,0.29,0,0,0,0,0,0.02,0.45,98041,22,0.1,0.8,0.1,0.03,0.09,0.19,0.41,0.08,0.09,0.12,22,1.458357351,18,5446.722222,0.956320963,banana/importedfruits
C0210,f,0.01,0.63,0,0,0.36,0,0,0,0,0,0,0.27,69680,10,0.5,0.5,0,0.39,0.11,0,0.1,0,0,0.39,10,2.293569908,9,7742.222222,0.695081099,wastepapers
C0211,f,0.01,0.17,0.18,0,0.1,0.01,0.21,0.03,0.03,0.25,0.01,0.91,298836,63,0.95,0.05,0,0.16,0.14,0.32,0.23,0,0,0.15,63,1.030796379,31,9639.870968,0.840382868,softdrinks
C0212,f,0,0,0.22,0.44,0,0,0,0,0,0.34,0,0.27,79380,8,0.09,0.87,0.04,0.19,0,0.13,0.12,0,0,0.55,8,1.794770411,4,19845,0.816509046,ready-madesnacks
C0214,m,0,0,0.36,0,0,0,0,0,0.64,0,0,0.18,26750,2,1,0,0,0,0,1,0,0,0,0,2,2.336198117,1,26750,0,driedfish
C0215,m,0.28,0.23,0,0,0,0,0,0,0.14,0.36,0,0.36,11060,4,0,1,0,1,0,0,0,0,0,0,4,1.49604958,2,5530,0.248062777,bakery
C0216,m,0,1,0,0,0,0,0,0,0,0,0,0.09,7000,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,7000,0,softdrinks
C0217,f,0.02,0.01,0.01,0.06,0.2,0,0.5,0.01,0.04,0.11,0.04,0.91,603735,48,0.73,0.17,0.1,0.05,0,0,0.02,0.5,0.42,0,48,1.604460425,13,46441.15385,1.475690978,koreanchicken
C0218,f,0,0.88,0.12,0,0,0,0,0,0,0,0,0.18,7990,2,0,0.12,0.88,0,0,0,0,0.12,0,0.88,2,2.893618916,2,3995,1.063757636,harddrinks
C0219,f,0,0,0.14,0,0.26,0,0.27,0.28,0,0,0.05,0.45,25490,6,0,0.19,0.81,0.19,0,0,0,0.81,0,0,6,1.341502432,4,6372.5,0.8654839,frozendumpling
C0221,f,0,0.54,0,0,0,0,0,0,0,0.46,0,0.18,41760,3,0,0.54,0.46,0.27,0.27,0,0,0.46,0,0,3,2.233644183,3,13920,0.328492395,softdrinks
C0223,f,0,0,0,0,0,0,0.09,0,0.14,0.76,0,0.27,68860,5,0.22,0.14,0.64,0,0,0,0.13,0.14,0,0.72,5,2.503530767,4,17215,1.038035211,bakery
C0224,f,0,0,0.56,0.44,0,0,0,0,0,0,0,0.18,8980,2,0,0,1,0,1,0,0,0,0,0,2,2.242332584,2,4490,0.160634503,banana/importedfruits
C0225,m,0,1,0,0,0,0,0,0,0,0,0,0.09,1290,1,1,0,0,0,0,0,0,0,1,0,1,3.31662479,1,1290,0,softdrinks
C0227,f,0.17,0.19,0.01,0.03,0.3,0,0.09,0.1,0.05,0.05,0.01,0.91,218320,49,0.45,0.47,0.08,0.12,0.14,0.2,0.2,0.1,0.09,0.14,49,1.02344352,32,6822.5,0.754410724,chilledlivestock
C0228,f,0.16,0.03,0.04,0.15,0.52,0,0,0,0,0.09,0,0.55,45660,9,0.52,0.31,0.17,0,0.52,0,0.14,0.11,0.07,0.16,9,1.702220307,8,5707.5,1.305851673,apple/sweetmelon
C0229,f,0.05,0,0.2,0.13,0,0,0.53,0,0,0,0.09,0.45,19167,6,0,0.78,0.22,0.44,0,0,0.2,0,0,0.36,6,1.769181116,4,4791.75,0.306436285,fermentedmilk
C0230,m,0,0,0,0,1,0,0,0,0,0,0,0.09,57000,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,57000,0,chilledagriculturalproducts
C0231,m,0,0,0,0,0,0,0,0,0,1,0,0.09,2001,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,2001,0,bakery
C0233,f,0.1,0,0.07,0.33,0,0,0.29,0,0,0.02,0.18,0.64,74655,17,0,0.77,0.23,0.21,0,0,0.36,0.03,0.18,0.22,17,1.363015588,8,9331.875,0.881576657,beans
C0235,f,0.11,0.14,0.18,0.05,0.06,0,0.06,0.07,0.05,0.24,0.04,0.91,242850,56,0.31,0.62,0.07,0.16,0.11,0.3,0.21,0,0.05,0.17,56,0.784775038,42,5782.142857,1.112540314,harddrinks
C0236,m,0,0,0,0,1,0,0,0,0,0,0,0.09,9900,1,1,0,0,0,0,0,1,0,0,0,1,3.31662479,1,9900,0,hairproducts
C0237,f,0.33,0,0.67,0,0,0,0,0,0,0,0,0.18,10490,2,0.67,0.33,0,0,0.67,0,0,0,0,0.33,2,2.372205424,2,5245,0.473202059,milk
C0238,m,0.22,0,0,0,0,0,0,0.78,0,0,0,0.18,4740,2,0,1,0,0.22,0,0.78,0,0,0,0,2,2.612805106,2,2370,0.78766325,ketchupandmayoneise
C0240,m,0.24,0,0,0,0,0,0.2,0,0,0.45,0.12,0.36,39880,7,0.4,0.6,0,0.03,0.25,0.12,0.29,0,0.2,0.11,7,1.63326411,6,6646.666667,0.582581887,milk
C0241,f,0.15,0,0,0,0,0,0,0,0.85,0,0,0.18,10095,2,0,0.15,0.85,0,0,0,0,1,0,0,2,2.819022991,2,5047.5,0.995342978,icecream
C0242,m,0,0,0.13,0,0,0,0.84,0,0,0,0.03,0.27,35993,5,0,0,1,0,0,0.76,0.24,0,0,0,5,2.777794463,3,11997.66667,0.27984993,koreanpork
C0243,f,0,0,0.12,0.26,0.2,0,0,0,0.31,0,0.1,0.45,28350,14,0,0,1,0.17,0.13,0,0.07,0.3,0.25,0.09,14,1.311862227,10,2835,0.62495776,fruitvegetables
C0244,m,0,0,0,0,0,0,0,0,0,0,1,0.09,1000,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,1000,0,mushrooms
C0245,m,0,0,0,0,0,0,0,0,0,1,0,0.09,1050,1,0,1,0,0,0,0,0,1,0,0,1,3.31662479,1,1050,0,snacks
C0246,f,0.11,0,0,0,0,0,0.52,0.16,0,0,0.22,0.36,9143,5,0,0.84,0.16,1,0,0,0,0,0,0,5,1.774500064,2,4571.5,0.950181988,rootvegetables
C0247,f,0.12,0.02,0.11,0.3,0.06,0.01,0,0.01,0,0.29,0.07,0.82,160760,28,0.27,0.63,0.09,0,0,0.11,0.24,0.58,0,0.07,28,1.21128562,17,9456.470588,0.968049207,milk
C0248,f,0.1,0,0,0.3,0.11,0,0,0,0.14,0.09,0.26,0.55,46070,13,0.1,0.9,0,0.09,0.19,0.32,0.19,0,0.11,0.09,13,1.195197964,10,4607,0.472120885,beans
C0249,f,0,0,0.22,0,0.49,0,0,0.18,0,0,0.11,0.36,51320,6,0.3,0.06,0.64,0,0.49,0.06,0.06,0.27,0.12,0,6,1.701843449,6,8553.333333,0.966293918,bottledfoods
C0250,f,0.58,0,0,0.16,0.04,0,0.09,0,0,0.1,0.04,0.55,110170,34,0.73,0.25,0.03,0.28,0.1,0.17,0.02,0.18,0.15,0.09,34,1.862371444,28,3934.642857,0.850302797,milk
C0251,m,0,0,0,0,0,0,0,0,0,1,0,0.09,4550,1,0,1,0,0,0,0,0,0,0,1,1,3.31662479,1,4550,0,chocolete
C0252,f,0.17,0.02,0,0.03,0.02,0,0.4,0.01,0.09,0.16,0.1,0.82,147436,19,0.27,0.73,0,0.21,0.15,0.09,0.53,0.02,0,0,19,1.297449956,8,18429.5,0.847963719,eidbleherbs
C0253,f,0.05,0.22,0.12,0.02,0.07,0,0.13,0.01,0.12,0.16,0.09,0.91,162700,60,0.01,0.47,0.52,0.18,0.18,0.22,0.27,0.07,0.05,0.03,60,0.761729008,37,4397.297297,0.740875161,harddrinks
C0254,f,0.25,0,0,0,0,0,0,0,0.7,0,0.05,0.27,27940,4,0,0.75,0.25,0,0.75,0,0,0.25,0,0,4,2.369853104,2,13970,0.720773126,chilledseafood
C0255,f,0.57,0,0,0,0,0,0.18,0,0,0.26,0,0.27,7030,3,0,1,0,0,0,0,1,0,0,0,3,1.988496568,1,7030,0,chilledlivestock
C0256,f,0,0,0,0,0.79,0,0,0.21,0,0,0,0.18,15750,2,0,0.21,0.79,0,0,0.21,0,0.79,0,0,2,2.65269393,2,7875,0.83056987,kitchen/housedetergents
C0257,m,0,0.03,0.04,0,0.75,0,0.09,0,0,0.08,0,0.55,138980,16,0,0,1,0,0.09,0.38,0.37,0.08,0.06,0.03,16,2.442599154,12,11581.66667,1.543328187,cooky/cakes
C0258,f,0.24,0.02,0.1,0.01,0.12,0,0,0.02,0.09,0.23,0.17,0.82,136390,34,0,0.99,0.01,0.14,0.13,0,0.15,0.11,0.06,0.42,34,0.984272096,12,11365.83333,0.704730664,beans
C0259,f,0.16,0,0,0.29,0.31,0,0,0,0.16,0.08,0,0.45,41380,8,0,0.48,0.52,0,0.19,0.13,0,0.45,0,0.24,8,1.333752284,5,8276,0.321155236,bread
C0261,m,0,0,0,1,0,0,0,0,0,0,0,0.09,8990,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,8990,0,strawberry/peach/
C0262,f,0.33,0.39,0.05,0,0,0,0,0,0,0.22,0,0.36,29560,11,0,0.11,0.89,0.07,0.26,0,0.41,0.27,0,0,11,1.660189199,9,3284.444444,0.470798349,milk
C0263,f,0.11,0.09,0.1,0.01,0.22,0,0.1,0.14,0.05,0.15,0.02,0.91,140060,33,0.02,0.69,0.29,0.08,0,0,0.15,0.56,0.2,0,33,0.734505114,8,17507.5,0.646608419,cooky/cakes
C0264,m,0,0,0,0,0,0,1,0,0,0,0,0.09,13390,1,0,0,1,0,0,0,0,0,0,1,1,3.31662479,1,13390,0,koreanbeef
C0265,f,0.05,0.37,0.04,0,0,0,0.31,0,0.22,0,0,0.45,22250,7,0.22,0,0.78,0,0,0.96,0,0,0,0.04,7,1.541148381,3,7416.666667,1.068373503,fermentedmilk
C0266,f,0,0.53,0,0,0,0,0,0.18,0.29,0,0,0.27,5530,3,0,0.82,0.18,0,0.18,0,0.82,0,0,0,3,1.931690904,2,2765,0.907858616,chilledseafood
C0268,m,1,0,0,0,0,0,0,0,0,0,0,0.09,4000,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,4000,0,icecream
C0270,f,0.12,0,0.2,0,0,0,0,0,0.47,0.02,0.19,0.45,35650,8,0,0.82,0.18,0.32,0,0,0.68,0,0,0,8,1.632728969,3,11883.33333,0.913426281,beans
C0271,m,0,0,0.41,0.04,0.45,0,0,0,0,0,0.1,0.36,26480,5,0,0,1,0,0,0,0.14,0.45,0,0.41,5,1.888669153,3,8826.666667,0.518265045,bottledfoods
C0272,m,0,0,0,0,0,0,0,0,0,0,1,0.09,870,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,870,0,rootvegetables
C0273,m,0,0,0,1,0,0,0,0,0,0,0,0.09,3990,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,3990,0,apple/sweetmelon
C0274,f,0,0,0,0.56,0,0,0,0,0,0,0.44,0.18,4480,3,0.89,0.11,0,0.56,0,0,0.44,0,0,0,3,2.241731414,3,1493.333333,0.576061541,banana/importedfruits
C0276,m,0,1,0,0,0,0,0,0,0,0,0,0.09,3500,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,3500,0,softdrinks
C0277,m,0.01,0.2,0,0,0,0,0,0,0,0.64,0.15,0.36,27100,11,0.04,0,0.96,0.07,0,0,0.51,0.22,0,0.2,11,2.146593422,7,3871.428571,0.722161591,ready-madesnacks
C0278,m,0,0,1,0,0,0,0,0,0,0,0,0.09,7800,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,7800,0,bottledfoods
C0279,m,0,1,0,0,0,0,0,0,0,0,0,0.09,1000,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,1000,0,softdrinks
C0281,f,0.04,0.83,0,0.14,0,0,0,0,0,0,0,0.27,21990,3,0,1,0,0,0,0,0,0,0,1,3,2.725482287,1,21990,0,banana/importedfruits
C0282,f,0,0,0.14,0.49,0,0,0,0,0,0,0.37,0.27,16350,7,1,0,0,0.68,0,0,0.32,0,0,0,7,1.920830508,5,3270,0.559812641,mushrooms
C0283,f,0.03,0.29,0.07,0.36,0,0,0,0,0,0.25,0,0.45,17650,9,0.39,0.29,0.32,0.19,0,0,0.54,0.13,0,0.15,9,1.526951263,5,3530,0.556850012,softdrinks
C0284,f,0.08,0.16,0.16,0.1,0.05,0,0.04,0,0.1,0.31,0,0.91,227621,68,0.02,0.53,0.46,0.05,0.05,0.14,0.21,0.24,0.18,0.13,68,1.016362486,54,4215.203704,0.789902985,ready-madesnacks
C0285,m,0,0,0,0,0.97,0,0,0,0,0,0.03,0.18,29490,3,0,0,1,0,0,0,0,1,0,0,3,3.196069808,1,29490,0,dentalproducts
C0286,f,1,0,0,0,0,0,0,0,0,0,0,0.09,500,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,500,0,icecream
C0287,f,0,0.15,0,0.43,0,0,0.31,0,0,0.01,0.1,0.45,35218,7,0.47,0.53,0,0,0,0.47,0.53,0,0,0,7,1.638774578,3,11739.33333,0.697827562,candy-gum
C0290,m,0.08,0,0,0,0,0,0.92,0,0,0,0,0.18,12791,2,0,1,0,0,0,0,0,0,1,0,2,3.044985026,1,12791,0,chinesecabbages
C0291,f,0,0,0,0,0,0,0,0,0.92,0.08,0,0.18,16300,2,0,1,0,1,0,0,0,0,0,0,2,3.037082469,1,16300,0,otherlivefish
C0292,f,0.04,0.03,0,0.07,0.1,0,0.65,0,0.07,0.03,0.01,0.73,58605,10,0.39,0.61,0,0,0,0,0,0.38,0.62,0,10,2.086869623,3,19535,0.251931798,chinesecabbages
C0293,m,1,0,0,0,0,0,0,0,0,0,0,0.09,4280,1,0,1,0,0,1,0,0,0,0,0,1,3.31662479,1,4280,0,milk
C0295,f,0.19,0,0.12,0.08,0.14,0,0.07,0,0,0.4,0,0.55,48253,13,0,0.54,0.46,0.07,0.14,0.06,0.3,0,0.1,0.32,13,1.358975635,8,6031.625,0.740470569,bakery
C0296,f,0.01,0,0,0,0,0,0,0.15,0.19,0.59,0.05,0.45,38785,9,0.94,0.06,0,0.06,0.16,0.59,0.07,0.04,0,0.09,9,1.970993779,6,6464.166667,1.271921857,driedfish
C0297,m,0,0,0,0,0,0,0,0,0,0,1,0.09,7870,2,0,0,1,0,0,0,0,0,1,0,2,3.31662479,1,7870,0,lattuce
C0298,f,0,0.17,0,0.24,0,0,0.09,0,0.35,0.15,0,0.45,22656,6,0,1,0,0,0.09,0.91,0,0,0,0,6,1.344857061,2,11328,1.164528964,bakery
C0299,f,0.18,0,0.52,0,0,0,0,0,0,0.3,0,0.27,15430,5,0,0.27,0.73,0,0.21,0.26,0.35,0,0.18,0,5,1.909004645,5,3086,0.355855867,otherreadymadefoods
C0300,f,0.13,0.12,0.08,0.06,0.1,0,0.25,0.06,0.06,0.09,0.03,0.91,281734,70,0.03,0.32,0.65,0.19,0.14,0.23,0.18,0.07,0.1,0.09,70,0.728118384,44,6403.045455,0.750912628,softdrinks
C0302,f,0.19,0.01,0.06,0.18,0.23,0,0,0.01,0,0.15,0.15,0.73,97960,32,0.41,0.45,0.13,0.17,0.25,0.08,0.27,0.16,0,0.07,32,1.021504818,22,4452.727273,0.764068495,fermentedmilk
C0303,f,0.18,0.3,0.13,0,0.05,0,0.26,0.01,0.01,0.05,0.01,0.82,167872,41,0,0.82,0.18,0.08,0.22,0.03,0.17,0.36,0,0.15,41,1.201843495,28,5995.428571,0.803821231,softdrinks
C0304,f,0,0.09,0,0.11,0,0,0,0,0.35,0.34,0.11,0.45,131069,14,0.39,0.56,0.05,0,0.05,0.25,0,0.05,0.38,0.27,14,1.47906062,9,14563.22222,1.152368543,otherlivefish
C0305,m,0,0,0,0,0,0,0,0,0,1,0,0.09,9990,1,0,1,0,0,0,0,1,0,0,0,1,3.31662479,1,9990,0,ready-madesnacks
C0306,f,0.08,0.03,0.16,0.23,0.07,0,0.11,0.01,0.04,0.11,0.16,0.91,272367,60,0.66,0.34,0,0.11,0.07,0.17,0.28,0.12,0.14,0.1,60,0.781941409,26,10475.65385,0.765562047,fruitvegetables
C0307,f,0,0,0.09,0.08,0,0,0,0,0.08,0,0.76,0.36,129362,6,0,0.84,0.16,0,0,0,0.27,0,0.73,0,6,2.478007326,3,43120.66667,1.047401912,othervegetables
C0308,m,0,0,1,0,0,0,0,0,0,0,0,0.09,8000,1,0,1,0,0,0,0,0,0,1,0,1,3.31662479,1,8000,0,instantfoods
C0309,f,0,0,0,0,0.71,0,0.15,0,0,0.13,0.02,0.36,23855,6,0,1,0,0.46,0,0,0,0.33,0.21,0,6,2.326651273,4,5963.75,0.718030696,bakery
C0310,f,0.2,0,0,0,0,0,0,0.26,0,0.54,0,0.27,25080,4,0,0.86,0.14,0,0,0.13,0.14,0.2,0.54,0,4,1.929629177,4,6270,0.778643787,artificialpowders
C0311,f,0.11,0.13,0,0.19,0.16,0,0.12,0.11,0.05,0.14,0.01,0.82,65965,13,0.3,0.5,0.19,0.41,0.07,0.05,0,0.31,0,0.16,13,0.729998725,8,8245.625,0.655532939,coffee
C0312,f,0.04,0.23,0.12,0.04,0.11,0,0.28,0.03,0,0.16,0,0.73,117330,21,0.06,0.75,0.19,0,0,0.04,0.06,0.37,0,0.53,21,1.065100261,12,9777.5,0.603951743,chilledlivestock
C0313,m,0,0,0,0,0,0,0,0,0,1,0,0.09,2000,1,0,0,1,0,0,0,0,1,0,0,1,3.31662479,1,2000,0,ready-madesnacks
C0314,m,0,0,0,0,0,0,0,0,0,1,0,0.09,3120,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,3120,0,snacks
C0315,m,0,0.82,0,0,0,0,0,0,0,0.11,0.06,0.27,30860,3,0,1,0,0,0,0,0,0,0.89,0.11,3,2.701998127,2,15430,1.095259369,bakery
C0316,f,0.81,0,0.19,0,0,0,0,0,0,0,0,0.18,5450,2,0.19,0.81,0,0,0.81,0,0.19,0,0,0,2,2.689957695,2,2725,0.869287236,cheese/butter
C0317,f,0,0,0.25,0,0.14,0,0,0.18,0,0,0.43,0.36,34760,9,0.18,0.51,0.31,0.38,0.43,0.13,0.06,0,0,0,9,1.585859871,6,5793.333333,0.471032934,beans
C0319,f,0,0,0.13,0.35,0,0,0.14,0,0.09,0.09,0.2,0.55,56281,12,0.13,0.69,0.18,0.15,0,0.35,0.23,0.2,0,0.07,12,1.234549358,8,7035.125,0.809825628,otherreadymadefoods
C0320,f,0.06,0,0.02,0.29,0.09,0,0.21,0.01,0.15,0.06,0.12,0.82,164471,35,0,0.71,0.29,0.13,0.08,0.24,0.17,0.13,0,0.25,35,1.028056402,20,8223.55,0.789742923,beans
C0322,f,0.08,0.17,0,0.32,0,0.26,0,0,0,0,0.17,0.45,26520,6,0,0.68,0.32,0.17,0,0.32,0,0.17,0.26,0.08,6,1.312752931,6,4420,0.336433783,banana/importedfruits
C0324,m,0,1,0,0,0,0,0,0,0,0,0,0.09,40,1,0,1,0,0,0,1,0,0,0,0,1,3.31662479,1,40,0,otherbeverages
C0325,f,0.14,0.08,0.16,0.01,0.2,0,0.33,0,0.01,0.05,0.03,0.82,140159,39,0.41,0.49,0.1,0.2,0.28,0.05,0.11,0.03,0.18,0.15,39,1.158464581,23,6093.869565,0.987262479,softdrinks
C0326,f,0,0.33,0.29,0,0,0,0,0,0,0.39,0,0.27,7690,3,0,0.29,0.71,0.71,0,0,0,0,0.29,0,3,1.731592859,2,3845,0.605040653,cooky/cakes
C0327,m,0,0,1,0,0,0,0,0,0,0,0,0.09,1280,1,0,0,1,1,0,0,0,0,0,0,1,3.31662479,1,1280,0,ramen
C0328,f,0,0,0,0.62,0,0,0,0,0,0.04,0.34,0.27,16040,5,0.66,0,0.34,0,0,0,0,0.34,0.66,0,5,2.223117052,3,5346.666667,0.875697956,rootvegetables
C0329,f,0,0,0.19,0.14,0.49,0,0,0,0,0.17,0,0.36,34900,12,0,1,0,0.45,0.26,0.25,0,0,0,0.03,12,1.702220564,7,4985.714286,0.800057657,dentalproducts
C0330,f,0,0.01,0,0.56,0,0,0,0.35,0,0,0.08,0.36,42810,6,0.54,0.46,0,0.46,0,0.01,0,0.52,0,0,6,2.051834391,4,10702.5,0.791552006,banana/importedfruits
C0331,f,0.49,0,0.13,0.12,0.1,0,0,0,0,0.13,0.03,0.55,53396,15,0.79,0.21,0,0.21,0.64,0.11,0,0,0,0.05,15,1.581734179,7,7628,0.758651794,milk
C0332,f,0,0,0.2,0,0,0,0.65,0.14,0,0,0,0.27,13780,3,0.14,0.65,0.2,0.2,0.14,0,0.65,0,0,0,3,2.191326291,3,4593.333333,0.833621944,instantfoods
C0333,f,0,0.26,0,0.56,0,0,0.19,0,0,0,0,0.27,125077,7,0,0.54,0.46,0.01,0,0.15,0.38,0.46,0.01,0,7,1.966754739,5,25015.4,1.036162172,softdrinks
C0334,m,0,0,0,1,0,0,0,0,0,0,0,0.09,2802,1,0,1,0,1,0,0,0,0,0,0,1,3.31662479,1,2802,0,pear/kiwi/grape
C0335,f,0.17,0.14,0.34,0,0,0,0.23,0,0,0.12,0,0.45,30420,8,0,0.09,0.91,0.33,0.2,0,0.37,0,0.09,0,8,1.307337357,4,7605,0.521332284,milk
C0336,m,0,0.76,0.05,0,0,0.19,0,0,0,0,0,0.27,17380,9,0,0,1,0.33,0,0.55,0.12,0,0,0,9,2.535029384,6,2896.666667,1.273350563,harddrinks
