"","custid","ct_dairy","ct_drink","ct_fastfood","ct_fruite","ct_house_prod","ct_makeup","ct_meat","ct_sauce","ct_seafood","ct_snack","ct_vegetable","coverage","g_paid","buyed_prod_num","hf_6-11","hf_12-17","hf_18-23","wdf_Sun","wdf_Mon","wdf_Tue","wdf_Wed","wdf_Thu","wdf_Fri","wdf_Sat","purchase","ct_cov","vdays","day_mean_amt","daycov","top_prod"
"128","C0158",0.23,0.29,0,0,0.06,0,0.09,0.12,0.14,0.05,0.01,0.73,176176,30,0.17,0.83,0,0.05,0.27,0.24,0.08,0.04,0,0.32,18,1.08731977318423,24,7340.66666666667,0.788822238815833,"milk"
"129","C0159",0,0.51,0,0,0,0,0,0,0,0.49,0,0.18,2660,2,0,0,1,0,1,0,0,0,0,0,2,2.2255512090676,1,2660,0,"snacks"
"130","C0160",0,0,0.12,0,0.88,0,0,0,0,0,0,0.18,6840,2,1,0,0,0,0,0,1,0,0,0,2,2.89247393682103,1,6840,0,"hairproducts"
"131","C0161",0,0,0,0,0,0,1,0,0,0,0,0.09,4000,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,4000,0,"chilledlivestock"
"132","C0162",0.07,0,0.31,0.18,0.1,0,0.21,0.04,0.08,0,0.02,0.73,162200,20,0.69,0.31,0,0.44,0.17,0,0.1,0.16,0,0.13,16,1.1157312186859,8,20275,0.699459664972624,"chillednoodles"
"133","C0163",0.17,0.07,0.35,0.41,0,0,0,0,0,0,0,0.36,28833,7,0,1,0,0,0.21,0.35,0.13,0.31,0,0,4,1.67854634069809,4,7208.25,0.39001238018382,"banana/importedfruits"
"134","C0164",0.08,0,0.15,0.58,0.17,0,0,0,0,0,0.03,0.45,35440,7,0.21,0,0.79,0.2,0.45,0,0.03,0,0.11,0.21,7,1.90418889272072,5,7088,0.784856518794546,"banana/importedfruits"
"135","C0166",0,0,0,0,0,0,0,0,0,0,1,0.09,4380,1,0,1,0,0,0,0,0,1,0,0,1,3.3166247903554,1,4380,0,"mushrooms"
"136","C0167",0,0.66,0.04,0,0.05,0,0.02,0,0.16,0.06,0,0.55,82720,20,0,0.14,0.86,0.35,0.08,0.12,0,0.17,0.14,0.14,8,2.1570625424974,16,5170,0.538593556176622,"harddrinks"
"137","C0168",0,0.27,0.12,0,0,0,0,0.21,0.18,0,0.21,0.45,32357,7,0,1,0,0,0.34,0,0.48,0,0.18,0,7,1.20634776168201,3,10785.6666666667,0.441252393160456,"eidbleherbs"
"138","C0170",0.25,0.11,0.08,0.01,0.17,0,0.05,0.05,0,0.22,0.06,0.82,227320,77,0.3,0.47,0.23,0.22,0.08,0.1,0.2,0.17,0.13,0.11,26,0.95096511114443,38,5982.1052631579,0.729393038750781,"milk"
"139","C0172",0.03,0.06,0,0,0.17,0,0.71,0,0,0,0.03,0.45,33233,9,0,0.4,0.6,0,0.19,0.08,0.32,0,0.42,0,8,2.33090172620928,8,4154.125,0.519096302865696,"seasonedmeat"
"140","C0173",1,0,0,0,0,0,0,0,0,0,0,0.09,3590,1,0,0,1,0,0,0,1,0,0,0,1,3.3166247903554,1,3590,0,"chilleddairymilks"
"141","C0174",0,0.38,0,0,0,0,0,0.17,0.3,0,0.15,0.36,12890,7,0,0.3,0.7,0.1,0,0,0.9,0,0,0,5,1.52950755574111,4,3222.5,0.647935299809763,"otherlivefish"
"142","C0175",0.06,0,0.14,0.46,0,0,0.09,0,0.08,0,0.17,0.55,64485,11,0,1,0,0.61,0,0,0.39,0,0,0,9,1.51411738287586,6,10747.5,0.743067485371576,"mandarinorange/watermelonandotherfruits"
"143","C0176",0,0,1,0,0,0,0,0,0,0,0,0.09,2000,1,0,0,1,0,0,0,1,0,0,0,1,3.3166247903554,1,2000,0,"otherreadymadefoods"
"144","C0177",0,0,0,0,1,0,0,0,0,0,0,0.09,8500,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,8500,0,"sanitaryproducts"
"145","C0178",0.29,0,0,0,0.12,0,0.09,0,0.26,0.15,0.09,0.55,33190,8,0.61,0.39,0,0,0.33,0,0,0,0.28,0.39,7,1.17699986231324,3,11063.3333333333,0.158925631209312,"fermentedmilk"
"146","C0179",0,0.01,0.37,0.22,0.18,0,0,0.15,0,0,0.06,0.55,33420,7,0.22,0.69,0.09,0,0,0.31,0.5,0.19,0,0,7,1.37667602305769,4,8355,0.695340477733808,"apple/sweetmelon"
"147","C0181",0,0.16,0,0,0,0,0,0,0,0.84,0,0.18,133840,4,0.32,0.68,0,0,0,1,0,0,0,0,3,2.79172758204854,3,44613.3333333333,1.01436786430159,"maincereals"
"148","C0183",0.5,0,0.4,0.1,0,0,0,0,0,0,0,0.27,9990,3,0,0.6,0.4,0.9,0,0,0,0.1,0,0,3,1.99501056494479,3,3330,0.623924012252259,"eggs"
"149","C0184",0.07,0.04,0.05,0.13,0.13,0,0.1,0,0.04,0.27,0.17,0.82,113497,24,0,0.9,0.1,0.05,0,0.09,0.15,0.52,0,0.19,21,0.886874451732402,9,12610.7777777778,0.621681775264779,"minorcereals"
"150","C0187",0.08,0,0,0.2,0,0,0.21,0,0,0.34,0.17,0.45,34290,10,0,0.56,0.44,0.07,0,0,0.31,0.08,0.53,0,8,1.32197571642904,6,5715,0.788848869170919,"cooky/cakes"
"151","C0188",0.11,0,0,0.2,0.43,0,0,0.05,0.03,0,0.18,0.55,59993,15,0,0.39,0.61,0.21,0,0.22,0.18,0.36,0,0.03,11,1.4905108920196,7,8570.42857142857,0.898704415097468,"rootvegetables"
"152","C0189",0,0.55,0,0,0.33,0,0,0,0,0.12,0,0.27,16160,3,0,1,0,0.55,0,0,0,0,0.45,0,3,2.00673224445275,2,8080,0.134770351859812,"chilledagriculturalproducts"
"153","C0190",0.12,0.1,0.05,0.34,0.13,0,0.12,0,0.08,0.05,0,0.73,125938,23,0.01,0.54,0.45,0.1,0,0,0.15,0.47,0.09,0.19,17,1.07127372905386,15,8395.86666666667,0.620196695828319,"apple/sweetmelon"
"154","C0191",0,0,0,0,1,0,0,0,0,0,0,0.09,5900,1,0,0,1,0,0,0,1,0,0,0,1,3.3166247903554,1,5900,0,"sanitaryproducts"
"155","C0192",0.46,0.01,0.05,0.07,0.03,0,0.06,0,0.13,0.17,0.03,0.82,101990,21,0.08,0.92,0,0.26,0.49,0.07,0.1,0,0,0.07,15,1.46751727511821,12,8499.16666666667,0.723528512156367,"cooky/cakes"
"156","C0194",0,0.29,0.17,0.08,0,0,0.38,0,0,0,0.08,0.45,59098,5,0.71,0.29,0,0,0.54,0,0.29,0.17,0,0,5,1.47393390094871,3,19699.3333333333,0.559929164050585,"harddrinks"
"157","C0195",0,0,0,0.94,0,0,0,0,0,0,0.06,0.18,23280,3,0.56,0.44,0,0,0,0,0.44,0.56,0,0,3,3.1198281147724,2,11640,0.165234574297887,"banana/importedfruits"
"158","C0196",0,0,0,0,0,0,0.59,0,0,0.41,0,0.18,8661,2,0,1,0,0,0,0,1,0,0,0,2,2.27198735250971,1,8661,0,"bakery"
"159","C0197",0.28,0,0.06,0.55,0,0,0,0,0.11,0,0,0.36,17330,4,0,0.39,0.61,0.28,0.11,0,0,0,0.61,0,4,1.91907147292976,3,5776.66666666667,0.748719851418201,"banana/importedfruits"
"160","C0198",1,0,0,0,0,0,0,0,0,0,0,0.09,1980,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,1980,0,"fermentedmilk"
"161","C0200",0.22,0,0.13,0.02,0.48,0,0,0.02,0,0.05,0.06,0.73,83480,18,0.8,0.2,0,0,0.17,0.17,0,0.63,0,0.03,14,1.62519497806084,5,16696,1.26243881633202,"wastepapers"
"162","C0202",0,0,1,0,0,0,0,0,0,0,0,0.09,2490,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,2490,0,"instantfoods"
"163","C0204",0,0.22,0.39,0,0.4,0,0,0,0,0,0,0.27,15180,4,0,0.4,0.6,0.18,0,0.22,0,0.6,0,0,3,1.78260869565217,3,5060,0.691578193748922,"ramen"
"164","C0205",0,0.01,0.99,0,0,0,0,0,0,0,0,0.18,60480,3,0,1,0,0.49,0,0,0.49,0.01,0,0,2,3.2638944506045,3,20160,0.828222707587499,"otherreadymadefoods"
"165","C0206",0.03,0.01,0.13,0.28,0.2,0,0.11,0.05,0.04,0.13,0.02,0.91,207338,36,0.2,0.43,0.37,0.15,0,0.05,0.09,0.2,0.27,0.24,25,0.962665695676332,21,9873.2380952381,0.679700340184082,"mandarinorange/watermelonandotherfruits"
"166","C0207",0.15,0.04,0.13,0.07,0.1,0.08,0.06,0.03,0.09,0.15,0.1,1,238169,73,0.02,0.3,0.68,0.17,0.11,0.41,0.16,0.09,0.01,0.05,35,0.475797165271359,34,7004.97058823529,1.50144291579504,"fermentedmilk"
"167","C0208",0.1,0,0,0.31,0,0,0.2,0.03,0.13,0.22,0,0.55,31454,6,0,0.69,0.31,0.03,0.2,0,0,0.35,0.42,0,6,1.23878146887981,5,6290.8,0.679949264444951,"banana/importedfruits"
"168","C0209",0.34,0.12,0,0.24,0.29,0,0,0,0,0,0.02,0.45,98041,22,0.1,0.8,0.1,0.03,0.09,0.19,0.41,0.08,0.09,0.12,11,1.45835735057152,18,5446.72222222222,0.956320963272153,"banana/importedfruits"
"169","C0210",0.01,0.63,0,0,0.36,0,0,0,0,0,0,0.27,69680,10,0.5,0.5,0,0.39,0.11,0,0.1,0,0,0.39,6,2.29356990824311,9,7742.22222222222,0.695081098951266,"wastepapers"
"170","C0211",0.01,0.17,0.18,0,0.1,0.01,0.21,0.03,0.03,0.25,0.01,0.91,298836,63,0.95,0.05,0,0.16,0.14,0.32,0.23,0,0,0.15,32,1.03079637859506,31,9639.87096774194,0.840382868380915,"softdrinks"
"171","C0212",0,0,0.22,0.44,0,0,0,0,0,0.34,0,0.27,79380,8,0.09,0.87,0.04,0.19,0,0.13,0.12,0,0,0.55,5,1.79477041064949,4,19845,0.81650904626226,"ready-madesnacks"
"172","C0214",0,0,0.36,0,0,0,0,0,0.64,0,0,0.18,26750,2,1,0,0,0,0,1,0,0,0,0,2,2.33619811741464,1,26750,0,"driedfish"
"173","C0215",0.28,0.23,0,0,0,0,0,0,0.14,0.36,0,0.36,11060,4,0,1,0,1,0,0,0,0,0,0,4,1.49604957952972,2,5530,0.248062776763454,"bakery"
"174","C0216",0,1,0,0,0,0,0,0,0,0,0,0.09,7000,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,7000,0,"softdrinks"
"175","C0217",0.02,0.01,0.01,0.06,0.2,0,0.5,0.01,0.04,0.11,0.04,0.91,603735,48,0.73,0.17,0.1,0.05,0,0,0.02,0.5,0.42,0,28,1.60446042488559,13,46441.1538461538,1.47569097791787,"koreanchicken"
"176","C0218",0,0.88,0.12,0,0,0,0,0,0,0,0,0.18,7990,2,0,0.12,0.88,0,0,0,0,0.12,0,0.88,2,2.89361891594535,2,3995,1.06375763577751,"harddrinks"
"177","C0219",0,0,0.14,0,0.26,0,0.27,0.28,0,0,0.05,0.45,25490,6,0,0.19,0.81,0.19,0,0,0,0.81,0,0,6,1.3415024318442,4,6372.5,0.865483900200985,"frozendumpling"
"178","C0221",0,0.54,0,0,0,0,0,0,0,0.46,0,0.18,41760,3,0,0.54,0.46,0.27,0.27,0,0,0.46,0,0,2,2.23364418302738,3,13920,0.328492394538925,"softdrinks"
"179","C0223",0,0,0,0,0,0,0.09,0,0.14,0.76,0,0.27,68860,5,0.22,0.14,0.64,0,0,0,0.13,0.14,0,0.72,4,2.5035307672577,4,17215,1.03803521113924,"bakery"
"180","C0224",0,0,0.56,0.44,0,0,0,0,0,0,0,0.18,8980,2,0,0,1,0,1,0,0,0,0,0,2,2.24233258380459,2,4490,0.160634502630352,"banana/importedfruits"
"181","C0225",0,1,0,0,0,0,0,0,0,0,0,0.09,1290,1,1,0,0,0,0,0,0,0,1,0,1,3.3166247903554,1,1290,0,"softdrinks"
"182","C0227",0.17,0.19,0.01,0.03,0.3,0,0.09,0.1,0.05,0.05,0.01,0.91,218320,49,0.45,0.47,0.08,0.12,0.14,0.2,0.2,0.1,0.09,0.14,25,1.02344351988125,32,6822.5,0.754410723649777,"chilledlivestock"
"183","C0228",0.16,0.03,0.04,0.15,0.52,0,0,0,0,0.09,0,0.55,45660,9,0.52,0.31,0.17,0,0.52,0,0.14,0.11,0.07,0.16,9,1.70222030742183,8,5707.5,1.30585167304293,"apple/sweetmelon"
"184","C0229",0.05,0,0.2,0.13,0,0,0.53,0,0,0,0.09,0.45,19167,6,0,0.78,0.22,0.44,0,0,0.2,0,0,0.36,6,1.76918111551122,4,4791.75,0.306436285362965,"fermentedmilk"
"185","C0230",0,0,0,0,1,0,0,0,0,0,0,0.09,57000,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,57000,0,"chilledagriculturalproducts"
"186","C0231",0,0,0,0,0,0,0,0,0,1,0,0.09,2001,1,0,1,0,1,0,0,0,0,0,0,1,3.3166247903554,1,2001,0,"bakery"
"187","C0233",0.1,0,0.07,0.33,0,0,0.29,0,0,0.02,0.18,0.64,74655,17,0,0.77,0.23,0.21,0,0,0.36,0.03,0.18,0.22,13,1.36301558832217,8,9331.875,0.88157665657573,"beans"
"188","C0235",0.11,0.14,0.18,0.05,0.06,0,0.06,0.07,0.05,0.24,0.04,0.91,242850,56,0.31,0.62,0.07,0.16,0.11,0.3,0.21,0,0.05,0.17,24,0.784775037616893,42,5782.14285714286,1.11254031398518,"harddrinks"
"189","C0236",0,0,0,0,1,0,0,0,0,0,0,0.09,9900,1,1,0,0,0,0,0,1,0,0,0,1,3.3166247903554,1,9900,0,"hairproducts"
"190","C0237",0.33,0,0.67,0,0,0,0,0,0,0,0,0.18,10490,2,0.67,0.33,0,0,0.67,0,0,0,0,0.33,2,2.37220542365358,2,5245,0.473202059478509,"milk"
"191","C0238",0.22,0,0,0,0,0,0,0.78,0,0,0,0.18,4740,2,0,1,0,0.22,0,0.78,0,0,0,0,2,2.61280510577232,2,2370,0.787663249929319,"ketchupandmayoneise"
"192","C0240",0.24,0,0,0,0,0,0.2,0,0,0.45,0.12,0.36,39880,7,0.4,0.6,0,0.03,0.25,0.12,0.29,0,0.2,0.11,5,1.63326410967327,6,6646.66666666667,0.582581887220161,"milk"
"193","C0241",0.15,0,0,0,0,0,0,0,0.85,0,0,0.18,10095,2,0,0.15,0.85,0,0,0,0,1,0,0,2,2.81902299056187,2,5047.5,0.995342977777201,"icecream"
"194","C0242",0,0,0.13,0,0,0,0.84,0,0,0,0.03,0.27,35993,5,0,0,1,0,0,0.76,0.24,0,0,0,4,2.77779446279935,3,11997.6666666667,0.279849930047012,"koreanpork"
"195","C0243",0,0,0.12,0.26,0.2,0,0,0,0.31,0,0.1,0.45,28350,14,0,0,1,0.17,0.13,0,0.07,0.3,0.25,0.09,10,1.31186222725154,10,2835,0.624957760217155,"fruitvegetables"
"196","C0244",0,0,0,0,0,0,0,0,0,0,1,0.09,1000,1,0,1,0,0,0,1,0,0,0,0,1,3.3166247903554,1,1000,0,"mushrooms"
"197","C0245",0,0,0,0,0,0,0,0,0,1,0,0.09,1050,1,0,1,0,0,0,0,0,1,0,0,1,3.3166247903554,1,1050,0,"snacks"
"198","C0246",0.11,0,0,0,0,0,0.52,0.16,0,0,0.22,0.36,9143,5,0,0.84,0.16,1,0,0,0,0,0,0,4,1.77450006393403,2,4571.5,0.950181987712777,"rootvegetables"
"199","C0247",0.12,0.02,0.11,0.3,0.06,0.01,0,0.01,0,0.29,0.07,0.82,160760,28,0.27,0.63,0.09,0,0,0.11,0.24,0.58,0,0.07,19,1.21128561951368,17,9456.47058823529,0.968049206989957,"milk"
"200","C0248",0.1,0,0,0.3,0.11,0,0,0,0.14,0.09,0.26,0.55,46070,13,0.1,0.9,0,0.09,0.19,0.32,0.19,0,0.11,0.09,10,1.19519796355435,10,4607,0.472120885323878,"beans"
"201","C0249",0,0,0.22,0,0.49,0,0,0.18,0,0,0.11,0.36,51320,6,0.3,0.06,0.64,0,0.49,0.06,0.06,0.27,0.12,0,6,1.70184344860333,6,8553.33333333333,0.966293917991607,"bottledfoods"
"202","C0250",0.58,0,0,0.16,0.04,0,0.09,0,0,0.1,0.04,0.55,110170,34,0.73,0.25,0.03,0.28,0.1,0.17,0.02,0.18,0.15,0.09,12,1.86237144384952,28,3934.64285714286,0.850302796748395,"milk"
"203","C0251",0,0,0,0,0,0,0,0,0,1,0,0.09,4550,1,0,1,0,0,0,0,0,0,0,1,1,3.3166247903554,1,4550,0,"chocolete"
"204","C0252",0.17,0.02,0,0.03,0.02,0,0.4,0.01,0.09,0.16,0.1,0.82,147436,19,0.27,0.73,0,0.21,0.15,0.09,0.53,0.02,0,0,16,1.29744995618826,8,18429.5,0.847963718684421,"eidbleherbs"
"205","C0253",0.05,0.22,0.12,0.02,0.07,0,0.13,0.01,0.12,0.16,0.09,0.91,162700,60,0.01,0.47,0.52,0.18,0.18,0.22,0.27,0.07,0.05,0.03,29,0.761729007781639,37,4397.2972972973,0.740875160971604,"harddrinks"
"206","C0254",0.25,0,0,0,0,0,0,0,0.7,0,0.05,0.27,27940,4,0,0.75,0.25,0,0.75,0,0,0.25,0,0,4,2.3698531035504,2,13970,0.720773125561663,"chilledseafood"
"207","C0255",0.57,0,0,0,0,0,0.18,0,0,0.26,0,0.27,7030,3,0,1,0,0,0,0,1,0,0,0,3,1.98849656817512,1,7030,0,"chilledlivestock"
"208","C0256",0,0,0,0,0.79,0,0,0.21,0,0,0,0.18,15750,2,0,0.21,0.79,0,0,0.21,0,0.79,0,0,2,2.65269392965041,2,7875,0.830569869965151,"kitchen/housedetergents"
"209","C0257",0,0.03,0.04,0,0.75,0,0.09,0,0,0.08,0,0.55,138980,16,0,0,1,0,0.09,0.38,0.37,0.08,0.06,0.03,12,2.4425991540292,12,11581.6666666667,1.54332818678179,"cooky/cakes"
"210","C0258",0.24,0.02,0.1,0.01,0.12,0,0,0.02,0.09,0.23,0.17,0.82,136390,34,0,0.99,0.01,0.14,0.13,0,0.15,0.11,0.06,0.42,20,0.984272096099032,12,11365.8333333333,0.704730664143185,"beans"
"211","C0259",0.16,0,0,0.29,0.31,0,0,0,0.16,0.08,0,0.45,41380,8,0,0.48,0.52,0,0.19,0.13,0,0.45,0,0.24,6,1.33375228374298,5,8276,0.321155236191494,"bread"
"212","C0261",0,0,0,1,0,0,0,0,0,0,0,0.09,8990,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,8990,0,"strawberry/peach/"
"213","C0262",0.33,0.39,0.05,0,0,0,0,0,0,0.22,0,0.36,29560,11,0,0.11,0.89,0.07,0.26,0,0.41,0.27,0,0,7,1.66018919874335,9,3284.44444444444,0.470798349153103,"milk"
"214","C0263",0.11,0.09,0.1,0.01,0.22,0,0.1,0.14,0.05,0.15,0.02,0.91,140060,33,0.02,0.69,0.29,0.08,0,0,0.15,0.56,0.2,0,19,0.734505114366169,8,17507.5,0.646608419090186,"cooky/cakes"
"215","C0264",0,0,0,0,0,0,1,0,0,0,0,0.09,13390,1,0,0,1,0,0,0,0,0,0,1,1,3.3166247903554,1,13390,0,"koreanbeef"
"216","C0265",0.05,0.37,0.04,0,0,0,0.31,0,0.22,0,0,0.45,22250,7,0.22,0,0.78,0,0,0.96,0,0,0,0.04,7,1.54114838059767,3,7416.66666666667,1.0683735028884,"fermentedmilk"
"217","C0266",0,0.53,0,0,0,0,0,0.18,0.29,0,0,0.27,5530,3,0,0.82,0.18,0,0.18,0,0.82,0,0,0,3,1.93169090400974,2,2765,0.907858615989962,"chilledseafood"
"218","C0268",1,0,0,0,0,0,0,0,0,0,0,0.09,4000,1,0,1,0,1,0,0,0,0,0,0,1,3.3166247903554,1,4000,0,"icecream"
"219","C0270",0.12,0,0.2,0,0,0,0,0,0.47,0.02,0.19,0.45,35650,8,0,0.82,0.18,0.32,0,0,0.68,0,0,0,8,1.63272896910264,3,11883.3333333333,0.913426280751322,"beans"
"220","C0271",0,0,0.41,0.04,0.45,0,0,0,0,0,0.1,0.36,26480,5,0,0,1,0,0,0,0.14,0.45,0,0.41,5,1.88866915293741,3,8826.66666666667,0.518265045482477,"bottledfoods"
"221","C0272",0,0,0,0,0,0,0,0,0,0,1,0.09,870,1,0,1,0,1,0,0,0,0,0,0,1,3.3166247903554,1,870,0,"rootvegetables"
"222","C0273",0,0,0,1,0,0,0,0,0,0,0,0.09,3990,1,0,0,1,1,0,0,0,0,0,0,1,3.3166247903554,1,3990,0,"apple/sweetmelon"
"223","C0274",0,0,0,0.56,0,0,0,0,0,0,0.44,0.18,4480,3,0.89,0.11,0,0.56,0,0,0.44,0,0,0,3,2.24173141427274,3,1493.33333333333,0.576061540910185,"banana/importedfruits"
"224","C0276",0,1,0,0,0,0,0,0,0,0,0,0.09,3500,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,3500,0,"softdrinks"
"225","C0277",0.01,0.2,0,0,0,0,0,0,0,0.64,0.15,0.36,27100,11,0.04,0,0.96,0.07,0,0,0.51,0.22,0,0.2,8,2.14659342187909,7,3871.42857142857,0.722161590742758,"ready-madesnacks"
"226","C0278",0,0,1,0,0,0,0,0,0,0,0,0.09,7800,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,7800,0,"bottledfoods"
"227","C0279",0,1,0,0,0,0,0,0,0,0,0,0.09,1000,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,1000,0,"softdrinks"
"228","C0281",0.04,0.83,0,0.14,0,0,0,0,0,0,0,0.27,21990,3,0,1,0,0,0,0,0,0,0,1,3,2.72548228683832,1,21990,0,"banana/importedfruits"
"229","C0282",0,0,0.14,0.49,0,0,0,0,0,0,0.37,0.27,16350,7,1,0,0,0.68,0,0,0.32,0,0,0,6,1.92083050787603,5,3270,0.559812641419322,"mushrooms"
"230","C0283",0.03,0.29,0.07,0.36,0,0,0,0,0,0.25,0,0.45,17650,9,0.39,0.29,0.32,0.19,0,0,0.54,0.13,0,0.15,6,1.52695126272469,5,3530,0.556850012388198,"softdrinks"
"231","C0284",0.08,0.16,0.16,0.1,0.05,0,0.04,0,0.1,0.31,0,0.91,227621,68,0.02,0.53,0.46,0.05,0.05,0.14,0.21,0.24,0.18,0.13,26,1.01636248565567,54,4215.2037037037,0.789902985444152,"ready-madesnacks"
"232","C0285",0,0,0,0,0.97,0,0,0,0,0,0.03,0.18,29490,3,0,0,1,0,0,0,0,1,0,0,3,3.19606980842234,1,29490,0,"dentalproducts"
"233","C0286",1,0,0,0,0,0,0,0,0,0,0,0.09,500,1,0,0,1,1,0,0,0,0,0,0,1,3.3166247903554,1,500,0,"icecream"
"234","C0287",0,0.15,0,0.43,0,0,0.31,0,0,0.01,0.1,0.45,35218,7,0.47,0.53,0,0,0,0.47,0.53,0,0,0,7,1.63877457833112,3,11739.3333333333,0.6978275615959,"candy-gum"
"235","C0290",0.08,0,0,0,0,0,0.92,0,0,0,0,0.18,12791,2,0,1,0,0,0,0,0,0,1,0,2,3.04498502632888,1,12791,0,"chinesecabbages"
"236","C0291",0,0,0,0,0,0,0,0,0.92,0.08,0,0.18,16300,2,0,1,0,1,0,0,0,0,0,0,2,3.03708246901449,1,16300,0,"otherlivefish"
"237","C0292",0.04,0.03,0,0.07,0.1,0,0.65,0,0.07,0.03,0.01,0.73,58605,10,0.39,0.61,0,0,0,0,0,0.38,0.62,0,10,2.08686962293126,3,19535,0.251931798391898,"chinesecabbages"
"238","C0293",1,0,0,0,0,0,0,0,0,0,0,0.09,4280,1,0,1,0,0,1,0,0,0,0,0,1,3.3166247903554,1,4280,0,"milk"
"239","C0295",0.19,0,0.12,0.08,0.14,0,0.07,0,0,0.4,0,0.55,48253,13,0,0.54,0.46,0.07,0.14,0.06,0.3,0,0.1,0.32,10,1.35897563465714,8,6031.625,0.740470568883293,"bakery"
"240","C0296",0.01,0,0,0,0,0,0,0.15,0.19,0.59,0.05,0.45,38785,9,0.94,0.06,0,0.06,0.16,0.59,0.07,0.04,0,0.09,8,1.97099377906344,6,6464.16666666667,1.27192185725284,"driedfish"
"241","C0297",0,0,0,0,0,0,0,0,0,0,1,0.09,7870,2,0,0,1,0,0,0,0,0,1,0,2,3.3166247903554,1,7870,0,"lattuce"
"242","C0298",0,0.17,0,0.24,0,0,0.09,0,0.35,0.15,0,0.45,22656,6,0,1,0,0,0.09,0.91,0,0,0,0,6,1.34485706102605,2,11328,1.16452896449649,"bakery"
"243","C0299",0.18,0,0.52,0,0,0,0,0,0,0.3,0,0.27,15430,5,0,0.27,0.73,0,0.21,0.26,0.35,0,0.18,0,4,1.90900464521464,5,3086,0.355855867483114,"otherreadymadefoods"
"244","C0300",0.13,0.12,0.08,0.06,0.1,0,0.25,0.06,0.06,0.09,0.03,0.91,281734,70,0.03,0.32,0.65,0.19,0.14,0.23,0.18,0.07,0.1,0.09,35,0.728118384424673,44,6403.04545454545,0.750912628431275,"softdrinks"
"245","C0302",0.19,0.01,0.06,0.18,0.23,0,0,0.01,0,0.15,0.15,0.73,97960,32,0.41,0.45,0.13,0.17,0.25,0.08,0.27,0.16,0,0.07,17,1.02150481843812,22,4452.72727272727,0.764068494985491,"fermentedmilk"
"246","C0303",0.18,0.3,0.13,0,0.05,0,0.26,0.01,0.01,0.05,0.01,0.82,167872,41,0,0.82,0.18,0.08,0.22,0.03,0.17,0.36,0,0.15,15,1.20184349463534,28,5995.42857142857,0.803821230739625,"softdrinks"
"247","C0304",0,0.09,0,0.11,0,0,0,0,0.35,0.34,0.11,0.45,131069,14,0.39,0.56,0.05,0,0.05,0.25,0,0.05,0.38,0.27,9,1.47906061998243,9,14563.2222222222,1.15236854267638,"otherlivefish"
"248","C0305",0,0,0,0,0,0,0,0,0,1,0,0.09,9990,1,0,1,0,0,0,0,1,0,0,0,1,3.3166247903554,1,9990,0,"ready-madesnacks"
"249","C0306",0.08,0.03,0.16,0.23,0.07,0,0.11,0.01,0.04,0.11,0.16,0.91,272367,60,0.66,0.34,0,0.11,0.07,0.17,0.28,0.12,0.14,0.1,22,0.781941409379021,26,10475.6538461538,0.765562046673454,"fruitvegetables"
"250","C0307",0,0,0.09,0.08,0,0,0,0,0.08,0,0.76,0.36,129362,6,0,0.84,0.16,0,0,0,0.27,0,0.73,0,5,2.47800732564312,3,43120.6666666667,1.04740191234501,"othervegetables"
"251","C0308",0,0,1,0,0,0,0,0,0,0,0,0.09,8000,1,0,1,0,0,0,0,0,0,1,0,1,3.3166247903554,1,8000,0,"instantfoods"
"252","C0309",0,0,0,0,0.71,0,0.15,0,0,0.13,0.02,0.36,23855,6,0,1,0,0.46,0,0,0,0.33,0.21,0,6,2.32665127331406,4,5963.75,0.718030695646714,"bakery"
"253","C0310",0.2,0,0,0,0,0,0,0.26,0,0.54,0,0.27,25080,4,0,0.86,0.14,0,0,0.13,0.14,0.2,0.54,0,4,1.92962917671203,4,6270,0.778643786950107,"artificialpowders"
"254","C0311",0.11,0.13,0,0.19,0.16,0,0.12,0.11,0.05,0.14,0.01,0.82,65965,13,0.3,0.5,0.19,0.41,0.07,0.05,0,0.31,0,0.16,12,0.729998725045109,8,8245.625,0.65553293945017,"coffee"
"255","C0312",0.04,0.23,0.12,0.04,0.11,0,0.28,0.03,0,0.16,0,0.73,117330,21,0.06,0.75,0.19,0,0,0.04,0.06,0.37,0,0.53,15,1.06510026113107,12,9777.5,0.603951743386805,"chilledlivestock"
"256","C0313",0,0,0,0,0,0,0,0,0,1,0,0.09,2000,1,0,0,1,0,0,0,0,1,0,0,1,3.3166247903554,1,2000,0,"ready-madesnacks"
"257","C0314",0,0,0,0,0,0,0,0,0,1,0,0.09,3120,1,0,0,1,1,0,0,0,0,0,0,1,3.3166247903554,1,3120,0,"snacks"
